id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
3846151a796b489d,Can someone explain this algorithm?,0,0,0,0,0,0
2e1de3605cd04ea7,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
75363eb992a14bad,When is the next deployment scheduled?,0,0,0,0,0,0
ce413ae1b6dc4c16,"I found a bug in the code, please check.",0,0,0,0,0,0
383e945f3cb74f28,"I found a bug in the code, please check.",0,0,0,0,0,0
1d00c4385b594e17,When is the next deployment scheduled?,0,0,0,0,0,0
9b80de58013640b0,This approach seems promising.,0,0,0,0,0,0
bbb17170518a4c6c,You are stupid and an idiot.,1,0,1,0,1,0
c6bea9d78cc5418c,"Shut up, you fool.",1,0,1,0,1,0
231046e933f544f1,"I found a bug in the code, please check.",0,0,0,0,0,0
a9394cb20e90483b,When is the next deployment scheduled?,0,0,0,0,0,0
68ccc3f8ad1b47b4,You're a loser and a failure.,1,0,1,0,1,0
e2e7ca3c2a6c4812,No one wants you on the team.,1,0,0,0,1,0
cc73fcfdc4ea4a95,Great work on the UI update.,0,0,0,0,0,0
15f40b36e1ce4abe,You're the worst programmer ever.,1,1,0,0,1,1
dcbb4e2e07344cb1,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
4184151e2f5e4e3f,You are stupid and an idiot.,1,0,1,0,1,0
03f7b67419814733,"Shut up, you fool.",1,0,1,0,1,0
215c277c565f43f3,Here is the updated README with instructions.,0,0,0,0,0,0
07aed810d8d1496f,Can you review my pull request?,0,0,0,0,0,0
6f51fdb7de4e42c2,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
f2b22b9c82e9413e,Can someone explain this algorithm?,0,0,0,0,0,0
89276697f9654e75,You're the worst programmer ever.,1,0,0,0,1,0
c12d35f42c9b4757,I hate you and your code is trash.,1,0,1,0,1,0
65b0fae52a1041b9,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
41a1f22f14f2477e,When is the next deployment scheduled?,0,0,0,0,0,0
6d73b4975cea4469,Can someone explain this algorithm?,0,0,0,0,0,0
a40c7b4f9f9b4589,Great work on the UI update.,0,0,0,0,0,0
86f2f0864e9641a9,This project is garbage.,1,0,0,0,0,0
eda08eff351e494d,"Get lost, you don't belong here.",1,0,0,0,1,0
1ae55659f4484754,When is the next deployment scheduled?,0,0,0,0,0,0
f4a9ae8b4c674e52,Can you review my pull request?,0,0,0,0,0,0
c619af2f2ef14cad,No one wants you on the team.,1,0,0,0,1,0
01924e13b0db4cbc,You are stupid and an idiot.,1,0,1,0,1,0
e34c71d9db0b4755,I hate you and your code is trash.,1,0,1,0,1,0
fddeb8be530e4958,This approach seems promising.,0,0,0,0,0,0
e57456ab13eb4cab,This approach seems promising.,0,0,0,0,0,0
3da53937841349d6,"Shut up, you fool.",1,0,1,0,1,0
f681e5fb3c49405d,I hate you and your code is trash.,1,0,1,0,1,0
9fa062909735487b,This approach seems promising.,0,0,0,0,0,0
310f108620dd4abe,Can someone explain this algorithm?,0,0,0,0,0,0
bc947c1c78224643,When is the next deployment scheduled?,0,0,0,0,0,0
cedb2f160a3f4c16,You're the worst programmer ever.,1,0,0,0,1,0
369cc86e6afc4940,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
7ab326d25e8e4c20,When is the next deployment scheduled?,0,0,0,0,0,0
563b3c2c653f44e2,You're a loser and a failure.,1,0,0,0,1,0
26956b5a704f4fbd,You're a loser and a failure.,1,0,1,0,1,0
f8344935bf604612,When is the next deployment scheduled?,0,0,0,0,0,0
2b358850e2e74279,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
ddfebf7e4b4b4f6b,"Get lost, you don't belong here.",1,0,0,0,1,0
a866b56a0ea34444,"I found a bug in the code, please check.",0,0,0,0,0,0
9468f0a181084610,When is the next deployment scheduled?,0,0,0,0,0,0
0f916e51e9e2458c,When is the next deployment scheduled?,0,0,0,0,0,0
e2f4b4264cab426f,Go kill yourself.,1,0,0,1,1,0
e19ef858a0b64031,You're the worst programmer ever.,1,0,0,0,1,0
ac561b05701045eb,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
3e96c0a24ccf4126,Great work on the UI update.,0,0,0,0,0,0
1daaa41930c148cc,Can someone explain this algorithm?,0,0,0,0,0,0
ebe11235adc84773,When is the next deployment scheduled?,0,0,0,0,0,0
414a1f8053bf4b1c,"I like the new design, looks clean.",0,0,0,0,0,0
68b7b85f08464b16,"I found a bug in the code, please check.",0,0,0,0,0,0
dbe011d7d9cd461f,Great work on the UI update.,0,0,0,0,0,0
bd3af88bad9543e5,"I found a bug in the code, please check.",0,0,0,0,0,0
c5f3f34bea2444d0,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
25859606c1b14ca4,You're the worst programmer ever.,1,0,0,0,1,0
b69203e9df4e4c6e,I hate you and your code is trash.,1,0,1,0,1,0
8c4f34c62ab445ec,Can you review my pull request?,0,0,0,0,0,0
bf6010f8213443fc,What a pathetic excuse for a developer.,1,0,0,0,1,0
5a0fe94c7414476c,No one wants you on the team.,1,0,0,0,1,0
033aa0cbbc23485d,You are stupid and an idiot.,1,0,0,0,0,0
44bd844af44945ce,"Get lost, you don't belong here.",1,0,0,0,1,0
30f8de20f95245bd,"Shut up, you fool.",1,0,1,0,1,0
d3646467dcce4b34,Great work on the UI update.,0,0,0,0,0,0
42b9aaaaef884cdd,Can someone explain this algorithm?,0,0,0,0,0,0
5a6c0ba7787a4626,Here is the updated README with instructions.,0,0,0,0,0,0
4a7e65bf6f334507,Can someone explain this algorithm?,0,0,0,0,0,0
afa3f5c81b4d41c8,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
4e56ec699a5f41c6,"I like the new design, looks clean.",0,0,0,0,0,0
6662e468a4ac4f94,No one wants you on the team.,1,0,0,0,1,0
a65cf093caa04f6d,"I found a bug in the code, please check.",0,0,0,0,0,0
fa097836a39d4fae,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
ac7c2438e3b44c6b,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
a9964435a897425b,What a pathetic excuse for a developer.,1,0,0,0,1,0
d51ae55513be40d7,Great work on the UI update.,0,0,0,0,0,0
cb8b3b13a0554dec,"I found a bug in the code, please check.",0,0,0,0,0,0
00d01701f9114bcd,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
5157f3cbfe484546,This approach seems promising.,0,0,0,0,0,0
103811f31e1349fc,What a pathetic excuse for a developer.,1,0,0,0,1,0
3ef83662fb4344a6,This project is garbage.,1,0,0,0,1,0
00e0432592aa422d,"I like the new design, looks clean.",0,0,0,0,0,0
2d2f0ab708bd4e5e,Great work on the UI update.,0,0,0,0,0,0
2087b917f1f04bb5,You are stupid and an idiot.,1,0,0,0,1,0
019e02a62f694e74,When is the next deployment scheduled?,0,0,0,0,0,0
2e72f3f25efb4d35,When is the next deployment scheduled?,0,0,0,0,0,0
4e48317836244c8b,Go kill yourself.,1,0,0,1,1,0
fd057cd987cd4330,This approach seems promising.,0,0,0,0,0,0
15c95c2649114609,This project is garbage.,1,0,0,0,1,0
0bf3961c9e9942c2,"I found a bug in the code, please check.",0,0,0,0,0,0
520988023aa947aa,Can you review my pull request?,0,0,0,0,0,0
56cd3adb292b4e1a,Great work on the UI update.,0,0,0,0,0,0
d8dfe989a51943ee,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
af2bd6a87d49437f,When is the next deployment scheduled?,0,0,0,0,0,0
855a980323e44d5e,Great work on the UI update.,0,0,0,0,0,0
c51c385691c54e5c,Go kill yourself.,1,0,0,1,1,0
5fb57a64508b476f,Can someone explain this algorithm?,0,0,0,0,0,0
32c689c4283a457c,What a pathetic excuse for a developer.,1,0,0,0,1,0
d446ff06ad164b7d,This project is garbage.,1,0,0,0,1,0
2d7c0967a15941a8,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
c95be34ac73b401a,This approach seems promising.,0,0,0,0,0,0
592d3dde25b14f77,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
cf0c5d28bb9448b1,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
4aa0f9a69e9b49b1,"I like the new design, looks clean.",0,0,0,0,0,0
0f3ed34500d04fb9,When is the next deployment scheduled?,0,0,0,0,0,0
bd509fd5ae6f40bf,Great work on the UI update.,0,0,0,0,0,0
7ab35c1d3c974016,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
9ef3779144c04d96,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
d4bb90e6247c4a4e,"I like the new design, looks clean.",0,0,0,0,0,0
7afb6b6772db454e,Can you review my pull request?,0,0,0,0,0,0
179505e9c65c4f11,This approach seems promising.,0,0,0,0,0,0
7f244413309e4b26,"I like the new design, looks clean.",0,0,0,0,0,0
db489e70ad394434,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
633c423657c84981,"Get lost, you don't belong here.",1,0,0,0,1,0
06475c1dac204e03,You're the worst programmer ever.,1,0,0,0,1,0
1bdcdbaa5477493a,Can someone explain this algorithm?,0,0,0,0,0,0
fcbf70f720b2472f,When is the next deployment scheduled?,0,0,0,0,0,0
d6a80d0aefdc4085,You're the worst programmer ever.,1,0,0,0,0,0
8de7424c93264af7,What a pathetic excuse for a developer.,1,0,0,0,1,0
48e1f45585c14b2d,This approach seems promising.,0,0,0,0,0,0
fb54e655907a45f2,Can you review my pull request?,0,0,0,0,0,0
84c5f59d8b6347d0,Here is the updated README with instructions.,0,0,0,0,0,0
dd17ff579f9c4e6f,"Shut up, you fool.",1,0,0,0,1,0
3ca32f06e9ee4140,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
32716c88f72f485d,"I like the new design, looks clean.",0,0,0,0,0,0
59a75b6dba364870,Great work on the UI update.,0,0,0,0,0,0
a68bc5c7378d4d5a,What a pathetic excuse for a developer.,1,0,0,0,1,0
960cf94b4a4140e0,"Shut up, you fool.",1,0,1,0,1,0
9f427488fc964161,"Get lost, you don't belong here.",1,0,0,0,0,0
b331fefe12e246f0,"I found a bug in the code, please check.",0,0,0,0,0,0
9e95e5e30e8540de,When is the next deployment scheduled?,0,0,0,0,0,0
838ebf3cc88d4ee7,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
a6a9af062e614871,When is the next deployment scheduled?,0,0,0,0,0,0
fc749e1ab2ce440a,Can you review my pull request?,0,0,0,0,0,0
ee145b59fa0a4afc,This approach seems promising.,0,0,0,0,0,0
70ce0f14eb354f72,What a pathetic excuse for a developer.,1,0,0,0,1,0
0bfc705b21a147f8,This approach seems promising.,0,0,0,0,0,0
5c8934982ea946a1,Here is the updated README with instructions.,0,0,0,0,0,0
48f9056ceb5c407b,You're the worst programmer ever.,1,0,0,0,1,0
380b57c9e2764afe,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
518cf8aecc39471f,When is the next deployment scheduled?,0,0,0,0,0,0
7302172c44934c38,Can someone explain this algorithm?,0,0,0,0,0,0
f4cd5c8c6a294700,"Get lost, you don't belong here.",1,0,0,0,1,0
1a0f1bec7c2c477b,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
46628198f35342b1,What a pathetic excuse for a developer.,1,0,0,0,1,0
6b1bc55ee4d640b5,Here is the updated README with instructions.,0,0,0,0,0,0
70dfb00b373e445f,When is the next deployment scheduled?,0,0,0,0,0,0
692aa8d2ae5f49d8,This project is garbage.,1,0,0,0,1,0
94244eaaefdd408c,You're a loser and a failure.,1,0,0,0,1,0
dcb3b9cef87c4b3f,When is the next deployment scheduled?,0,0,0,0,0,0
33f6d2f75c594ac6,Can someone explain this algorithm?,0,0,0,0,0,0
d75b88d2faca4562,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
021b69f9d6eb4adb,I hate you and your code is trash.,1,0,0,0,1,0
06c2c77218ad4ba9,I hate you and your code is trash.,1,0,0,0,1,0
c2463435dd1a409f,Here is the updated README with instructions.,0,0,0,0,0,0
0a0cebd247154347,You are stupid and an idiot.,1,0,0,0,1,0
177745a6d4094115,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
7c160531dea54ada,"Shut up, you fool.",1,0,1,0,1,0
d43385842184497f,This approach seems promising.,0,0,0,0,0,0
75f25237fa234359,You're a loser and a failure.,1,0,0,0,1,0
7b2d24e654484b25,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
e292d74224f14c73,Can someone explain this algorithm?,0,0,0,0,0,0
cf9c62fe81884014,Great work on the UI update.,0,0,0,0,0,0
f70326ef47964751,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
a0b0e99c3a8c4e4e,"I found a bug in the code, please check.",0,0,0,0,0,0
4f205085a0d64db3,You're a loser and a failure.,1,0,1,0,1,0
6cd477636c654f93,No one wants you on the team.,1,0,0,0,1,0
e3bc2ce42c7541b1,This approach seems promising.,0,0,0,0,0,0
5b3f160c71cd4abe,Great work on the UI update.,0,0,0,0,0,0
0b5b56b359c54d4f,When is the next deployment scheduled?,0,0,0,0,0,0
5163861414b949e9,I hate you and your code is trash.,1,0,0,0,1,0
4358b750c3d245db,This approach seems promising.,0,0,0,0,0,0
d0d927948e8f40eb,Can you review my pull request?,0,0,0,0,0,0
f2f15a307cba4156,No one wants you on the team.,1,0,0,0,1,0
48c72e7f1ceb477e,You are stupid and an idiot.,1,0,0,0,1,0
9c87ee122f9c45f8,This approach seems promising.,0,0,0,0,0,0
def0ef5e141a4abc,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
19d68f8a3a4d4453,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
e3f1f58149094d34,"I found a bug in the code, please check.",0,0,0,0,0,0
221437dbaab049a2,Can you review my pull request?,0,0,0,0,0,0
daa27922cf36466c,"I found a bug in the code, please check.",0,0,0,0,0,0
2f2d370d763c486d,"I like the new design, looks clean.",0,0,0,0,0,0
296f2d0ebb5c4246,Can you review my pull request?,0,0,0,0,0,0
a0c0d8487b954eaa,Can you review my pull request?,0,0,0,0,0,0
ec9867cf63b342a5,You're the worst programmer ever.,1,0,0,0,1,0
1e1f004a6cfc4fe4,"I like the new design, looks clean.",0,0,0,0,0,0
9691e586d94f49ea,When is the next deployment scheduled?,0,0,0,0,0,0
a75cb0450a504163,Go kill yourself.,1,0,0,1,1,0
30e03dfa0bc34258,When is the next deployment scheduled?,0,0,0,0,0,0
c3f1ff67ee9247b6,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
9734f9a574e145ca,When is the next deployment scheduled?,0,0,0,0,0,0
d2e36f0b827a4992,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
ef3e095c8d3d4dde,You're the worst programmer ever.,1,0,0,0,1,0
3e3d4998674a4989,I hate you and your code is trash.,1,0,1,0,1,0
799317c4797f40c2,Great work on the UI update.,0,0,0,0,0,0
e1bc3f1bb9e64743,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
7c0b0a16fcd5432a,When is the next deployment scheduled?,0,0,0,0,0,0
fe13098a56194097,Great work on the UI update.,0,0,0,0,0,0
81e78accbcfb442e,Can someone explain this algorithm?,0,0,0,0,0,0
d29e2158556248b6,Can someone explain this algorithm?,0,0,0,0,0,0
83350971d1d64315,"I found a bug in the code, please check.",0,0,0,0,0,0
cba503cf1aff45f4,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
58b80d99521643dc,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
d36f444842cc421f,Can you review my pull request?,0,0,0,0,0,0
cb6c5ee1eb12471b,Great work on the UI update.,0,0,0,0,0,0
3fa57b6cf4e04ebb,"I found a bug in the code, please check.",0,0,0,0,0,0
c2e2d83fd9924a3e,This approach seems promising.,0,0,0,0,0,0
5d7f271490724b43,"I found a bug in the code, please check.",0,0,0,0,0,0
da1a97b4e2744e69,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
d04351e3651c4462,"I like the new design, looks clean.",0,0,0,0,0,0
f7e4f438e7504f45,You're a loser and a failure.,1,0,1,0,1,0
68532b8255e04d51,"I found a bug in the code, please check.",0,0,0,0,0,0
288480c8573c471e,Can you review my pull request?,0,0,0,0,0,0
9633264b73114bf3,You're a loser and a failure.,1,0,1,0,1,0
36e044531edf4ab7,"Get lost, you don't belong here.",1,0,0,0,1,0
f7827bc2fd6544ba,"I like the new design, looks clean.",0,0,0,0,0,0
f5ba95adf58b4fcd,"I found a bug in the code, please check.",0,0,0,0,0,0
99087855d403480c,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
27cdb16a5e584c57,"Shut up, you fool.",1,0,1,0,1,0
6b602e43c7034c95,I hate you and your code is trash.,1,0,0,0,1,0
bc65991bcf9640f5,"Get lost, you don't belong here.",1,0,0,0,1,0
9793dba13dd942b3,Here is the updated README with instructions.,0,0,0,0,0,0
10209666c93649be,Can you review my pull request?,0,0,0,0,0,0
1e648db310d04294,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
d293182e33b8423a,Great work on the UI update.,0,0,0,0,0,0
6b62dca3fd9643ad,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
155738b7392740f1,Can someone explain this algorithm?,0,0,0,0,0,0
6a32a61f1d454a03,Can someone explain this algorithm?,0,0,0,0,0,0
ede1dbc2f9d54eb5,Can someone explain this algorithm?,0,0,0,0,0,0
09b3798be32a4450,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
2cbcabc12c984a11,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
bd1678ea5739477a,You are stupid and an idiot.,1,0,1,0,1,0
f9c8841c696246da,"I found a bug in the code, please check.",0,0,0,0,0,0
e19e82a63b2c472d,"Shut up, you fool.",1,0,0,0,0,0
2e308119e41a43d9,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
53d5a79d266b43c1,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
252481696b894b14,Can you review my pull request?,0,0,0,0,0,0
cbf151e2529a41e8,When is the next deployment scheduled?,0,0,0,0,0,0
0c93220f3e34463d,This project is garbage.,1,0,0,0,1,0
ad1bc4664cac4601,Can you review my pull request?,0,0,0,0,0,0
ee6870da177a4ec7,Great work on the UI update.,0,0,0,0,0,0
e7e75b5645e24df2,Can you review my pull request?,0,0,0,0,0,0
4f79c0be7cd94062,"Get lost, you don't belong here.",1,0,0,0,0,0
ac3afa99c9c24caf,"I like the new design, looks clean.",0,0,0,0,0,0
abc7d3ee335645a2,"Shut up, you fool.",1,0,0,0,0,0
fe1e1456fd3e46f1,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
1a1ebd24c161473d,Great work on the UI update.,0,0,0,0,0,0
83ec58ba19cb4ecf,Here is the updated README with instructions.,0,0,0,0,0,0
c6ce776aed914c21,What a pathetic excuse for a developer.,1,0,0,0,1,0
ceef58cc17174dd8,Can someone explain this algorithm?,0,0,0,0,0,0
34f6cc2030624961,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
827ba73506354037,This project is garbage.,1,1,0,0,1,0
c122bf7801ae4263,"Get lost, you don't belong here.",1,0,0,0,1,0
276744aa0fe04f82,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
a2524d9b34c44073,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
2f5b154a7db44517,Can you review my pull request?,0,0,0,0,0,0
ea1b78ef276d4488,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
88679701040d427d,Here is the updated README with instructions.,0,0,0,0,0,0
793004030a954f70,Can you review my pull request?,0,0,0,0,0,0
38dfbb28d2c14fe0,"I found a bug in the code, please check.",0,0,0,0,0,0
fd6294d16f964de4,Great work on the UI update.,0,0,0,0,0,0
37888e4ec74d4232,"I like the new design, looks clean.",0,0,0,0,0,0
b6f2013d74fa4196,When is the next deployment scheduled?,0,0,0,0,0,0
bee18405f4d0462d,"I like the new design, looks clean.",0,0,0,0,0,0
53ed942b82d5419b,You're a loser and a failure.,1,0,1,0,1,0
d7c8a36925ea4cd5,Here is the updated README with instructions.,0,0,0,0,0,0
249f8468ed384f6a,What a pathetic excuse for a developer.,1,0,0,0,0,0
2a1da1fc9c4d409a,Can someone explain this algorithm?,0,0,0,0,0,0
d131886fecb24ffe,Can you review my pull request?,0,0,0,0,0,0
8064544a3bb24e14,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
0a959c22588f4855,Can someone explain this algorithm?,0,0,0,0,0,0
87437d268fd847aa,You are stupid and an idiot.,1,0,1,0,1,0
a01faec2f083464a,When is the next deployment scheduled?,0,0,0,0,0,0
177309284cba49db,"I found a bug in the code, please check.",0,0,0,0,0,0
0d2ca7436892485b,Can someone explain this algorithm?,0,0,0,0,0,0
db19d0d3985147b5,This approach seems promising.,0,0,0,0,0,0
ae0c7f9e14ec4874,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
804ddffa29014d31,You're the worst programmer ever.,1,0,0,0,1,0
3e33482aeb034b85,Here is the updated README with instructions.,0,0,0,0,0,0
938f0d8c9b3144b8,Here is the updated README with instructions.,0,0,0,0,0,0
5025e7b2db954a48,No one wants you on the team.,1,0,0,0,1,0
bf7aeff92df04960,This approach seems promising.,0,0,0,0,0,0
380cdf291fae44db,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
073969816b1443fb,Great work on the UI update.,0,0,0,0,0,0
fa1ac45f4bca45b9,This approach seems promising.,0,0,0,0,0,0
ce71442208904948,You're a loser and a failure.,1,0,1,0,1,0
6d5f402cedc14c8d,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
95669e9ab47e48c7,I hate you and your code is trash.,1,0,1,0,1,0
6afa614ebce64876,You're the worst programmer ever.,1,0,0,0,1,0
0dfa66b232fc4665,"Get lost, you don't belong here.",1,0,0,0,1,0
ca7a50d789534fda,Can someone explain this algorithm?,0,0,0,0,0,0
5f12d318f56c4b39,Great work on the UI update.,0,0,0,0,0,0
98f5ccdc690440d6,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
bf56e76e7eb7416b,When is the next deployment scheduled?,0,0,0,0,0,0
6221a3f724484f0d,You are stupid and an idiot.,1,0,1,0,1,0
9c1817ababdf4c46,Can someone explain this algorithm?,0,0,0,0,0,0
1f8bfb1a79524636,Here is the updated README with instructions.,0,0,0,0,0,0
a98236e11e5c47af,Can someone explain this algorithm?,0,0,0,0,0,0
53cf03bf3a4a4db4,"Shut up, you fool.",1,0,1,0,0,0
5c09e90506dc40b5,This approach seems promising.,0,0,0,0,0,0
6f85ed68b38d4eee,Can someone explain this algorithm?,0,0,0,0,0,0
74a8b416afb64f97,When is the next deployment scheduled?,0,0,0,0,0,0
b69ce018eb4e40b0,Great work on the UI update.,0,0,0,0,0,0
898d70a556184409,Great work on the UI update.,0,0,0,0,0,0
a44b2ee74f844831,Can you review my pull request?,0,0,0,0,0,0
e27e1604b5b44c7e,Can someone explain this algorithm?,0,0,0,0,0,0
30b7e9ae02414f6b,You're the worst programmer ever.,1,0,0,0,1,0
bd2ca35cc08c4f43,Go kill yourself.,1,0,0,1,1,0
329c444e1fa940b1,When is the next deployment scheduled?,0,0,0,0,0,0
57afdeb60e69484d,You're a loser and a failure.,1,0,0,0,1,0
49656479d9324ae6,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
448ec92e10d5411c,This approach seems promising.,0,0,0,0,0,0
9c1fd86952004686,Go kill yourself.,1,0,0,1,1,0
1da3a13fc4424892,Go kill yourself.,1,0,0,1,1,0
66718f000ab3457c,What a pathetic excuse for a developer.,1,0,0,0,0,0
2face7b65d3e4d71,When is the next deployment scheduled?,0,0,0,0,0,0
8ddfc3f713334b46,No one wants you on the team.,1,1,0,0,1,0
84ae1e8b93794f7d,"I found a bug in the code, please check.",0,0,0,0,0,0
1f4765eb0c0b46c2,This approach seems promising.,0,0,0,0,0,0
fddd38efd97d41d5,Can someone explain this algorithm?,0,0,0,0,0,0
33e9a8a6b8914266,You are stupid and an idiot.,1,0,1,0,1,0
05d3f6451f994f01,You're the worst programmer ever.,1,0,0,0,1,0
c943867777f64387,"Shut up, you fool.",1,1,1,0,1,0
5830f9f9114a4897,Great work on the UI update.,0,0,0,0,0,0
08c2a91a00d84c55,Can someone explain this algorithm?,0,0,0,0,0,0
e1548c55d42542d1,Go kill yourself.,1,0,0,1,1,0
6118fa0685324173,"Thanks for your help, really appreciate it!",0,0,0,0,0,0
f2dff83a71ea4bed,"Shut up, you fool.",1,0,1,0,1,0
71522692e13d42c3,Go kill yourself.,1,1,0,1,1,0
5aad74d7ac2e4a47,Great work on the UI update.,0,0,0,0,0,0
edae37987b9e41c6,Here is the updated README with instructions.,0,0,0,0,0,0
0e78dc0dc4084559,You are stupid and an idiot.,1,0,1,0,1,0
541738834a1f457d,"I like the new design, looks clean.",0,0,0,0,0,0
62a67dcbd9f84e46,"Get lost, you don't belong here.",1,1,0,0,1,0
180b4c310b1b4b0c,Here is the updated README with instructions.,0,0,0,0,0,0
ea6d47d673c04601,Go kill yourself.,1,0,0,1,1,0
98cdfbd844824be9,Let's meet at 5pm to discuss the project.,0,0,0,0,0,0
f8f2b3ca1a244477,Great work on the UI update.,0,0,0,0,0,0
